,edition,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
35952,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KESLER, Ryan",USA,Men,Ice Hockey,Silver,United States
35953,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KESSEL, Phil",USA,Men,Ice Hockey,Silver,United States
35954,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LANGENBRUNNER, Jamie",USA,Men,Ice Hockey,Silver,United States
35955,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"MALONE, Ryan",USA,Men,Ice Hockey,Silver,United States
35956,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"MILLER, Ryan",USA,Men,Ice Hockey,Silver,United States
35957,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"ORPIK, Brooks",USA,Men,Ice Hockey,Silver,United States
35958,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"PARISE, Zach",USA,Men,Ice Hockey,Silver,United States
35959,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"PAVELSKI, Joe",USA,Men,Ice Hockey,Silver,United States
35960,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"QUICK, Jonathan",USA,Men,Ice Hockey,Silver,United States
35961,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"RAFALSKI, Brian",USA,Men,Ice Hockey,Silver,United States
35962,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"RYAN, Bobby",USA,Men,Ice Hockey,Silver,United States
35963,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"STASTNY, Paul",USA,Men,Ice Hockey,Silver,United States
35964,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"SUTER, Ryan",USA,Men,Ice Hockey,Silver,United States
35965,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"THOMAS, Tim",USA,Men,Ice Hockey,Silver,United States
35966,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"WHITNEY, Ryan",USA,Men,Ice Hockey,Silver,United States
35967,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"HELIN, Anne",FIN,Women,Ice Hockey,Bronze,Finland
35968,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"HIIRIKOSKI, Jenni",FIN,Women,Ice Hockey,Bronze,Finland
35969,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"HOVI, Venla",FIN,Women,Ice Hockey,Bronze,Finland
35970,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KARVINEN, Michelle",FIN,Women,Ice Hockey,Bronze,Finland
35971,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KUISMA, Mira",FIN,Women,Ice Hockey,Bronze,Finland
35972,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LAAKSONEN, Emma",FIN,Women,Ice Hockey,Bronze,Finland
35973,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LINDSTEDT, Rosa",FIN,Women,Ice Hockey,Bronze,Finland
35974,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"MERTANEN, Terhi",FIN,Women,Ice Hockey,Bronze,Finland
35975,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"PELTTARI, Heidi",FIN,Women,Ice Hockey,Bronze,Finland
35976,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"POSA, Mariia",FIN,Women,Ice Hockey,Bronze,Finland
35977,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"RAJAHUHTA, Annina",FIN,Women,Ice Hockey,Bronze,Finland
35978,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"RANTAMAKI, Karoliina",FIN,Women,Ice Hockey,Bronze,Finland
35979,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"RATY, Noora",FIN,Women,Ice Hockey,Bronze,Finland
35980,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"SAARINEN, Mari",FIN,Women,Ice Hockey,Bronze,Finland
35981,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"SIRVIO, Saija",FIN,Women,Ice Hockey,Bronze,Finland
35982,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"TIKKINEN, Nina",FIN,Women,Ice Hockey,Bronze,Finland
35983,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"TUOMINEN, Minnamari",FIN,Women,Ice Hockey,Bronze,Finland
35984,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"TUOMINEN, Saara",FIN,Women,Ice Hockey,Bronze,Finland
35985,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"VALIMAKI, Linda",FIN,Women,Ice Hockey,Bronze,Finland
35986,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"VANHATALO, Anna",FIN,Women,Ice Hockey,Bronze,Finland
35987,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"VOUTILAINEN, Marjo",FIN,Women,Ice Hockey,Bronze,Finland
35988,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"AGOSTA, Meghan",CAN,Women,Ice Hockey,Gold,Canada
35989,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"APPS, Gillian",CAN,Women,Ice Hockey,Gold,Canada
35990,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"BONHOMME, Tessa",CAN,Women,Ice Hockey,Gold,Canada
35991,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"BOTTERILL, Jennifer",CAN,Women,Ice Hockey,Gold,Canada
35992,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"HEFFORD, Jayna",CAN,Women,Ice Hockey,Gold,Canada
35993,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"IRWIN, Haley",CAN,Women,Ice Hockey,Gold,Canada
35994,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"JOHNSTON, Rebecca",CAN,Women,Ice Hockey,Gold,Canada
35995,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KELLAR, Becky",CAN,Women,Ice Hockey,Gold,Canada
35996,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KINGSBURY, Gina",CAN,Women,Ice Hockey,Gold,Canada
35997,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LABONTE, Charline",CAN,Women,Ice Hockey,Gold,Canada
35998,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"MACLEOD, Carla",CAN,Women,Ice Hockey,Gold,Canada
35999,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"MIKKELSON, Meaghan",CAN,Women,Ice Hockey,Gold,Canada
36000,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"OUELLETTE, Caroline",CAN,Women,Ice Hockey,Gold,Canada
36001,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"PIPER, Cherie",CAN,Women,Ice Hockey,Gold,Canada
36002,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"POULIN, Marie-Philip",CAN,Women,Ice Hockey,Gold,Canada
36003,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"SOSTORICS, Colleen",CAN,Women,Ice Hockey,Gold,Canada
36004,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"ST-PIERRE, Kim",CAN,Women,Ice Hockey,Gold,Canada
36005,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"SZABADOS, Shannon",CAN,Women,Ice Hockey,Gold,Canada
36006,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"VAILLANCOURT, Sarah",CAN,Women,Ice Hockey,Gold,Canada
36007,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"WARD, Catherine",CAN,Women,Ice Hockey,Gold,Canada
36008,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"WICKENHEISER, Hayley",CAN,Women,Ice Hockey,Gold,Canada
36009,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"BELLAMY, Kacey",USA,Women,Ice Hockey,Silver,United States
36010,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"CAHOW, Caitlin",USA,Women,Ice Hockey,Silver,United States
36011,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"CHESSON, Lisa",USA,Women,Ice Hockey,Silver,United States
36012,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"CHU, Julie",USA,Women,Ice Hockey,Silver,United States
36013,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"DARWITZ, Natalie",USA,Women,Ice Hockey,Silver,United States
36014,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"DUGGAN, Meghan",USA,Women,Ice Hockey,Silver,United States
36015,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"ENGSTROM, Molly",USA,Women,Ice Hockey,Silver,United States
36016,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"KNIGHT, Hilary",USA,Women,Ice Hockey,Silver,United States
36017,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LAMOUREUX, Jocelyne",USA,Women,Ice Hockey,Silver,United States
36018,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LAMOUREUX, Monique",USA,Women,Ice Hockey,Silver,United States
36019,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"LAWLER, Erika",USA,Women,Ice Hockey,Silver,United States
36020,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"MARVIN, Gigi",USA,Women,Ice Hockey,Silver,United States
36021,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"McLAUGHLIN, Brianne",USA,Women,Ice Hockey,Silver,United States
36022,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"POTTER, Jenny",USA,Women,Ice Hockey,Silver,United States
36023,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"RUGGIERO, Angela",USA,Women,Ice Hockey,Silver,United States
36024,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"SCHAUS, Molly",USA,Women,Ice Hockey,Silver,United States
36025,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"STACK, Kelli",USA,Women,Ice Hockey,Silver,United States
36026,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"THATCHER, Karen",USA,Women,Ice Hockey,Silver,United States
36027,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"VETTER, Jessie",USA,Women,Ice Hockey,Silver,United States
36028,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"WEILAND, Kerry",USA,Women,Ice Hockey,Silver,United States
36029,winter,2010,Vancouver,Ice Hockey,Ice Hockey,"ZAUGG-SIERGIEJ, Jinelle",USA,Women,Ice Hockey,Silver,United States
36030,winter,2010,Vancouver,Luge,Luge,"LEITNER, Patric",GER,Men,Doubles,Bronze,Germany
36031,winter,2010,Vancouver,Luge,Luge,"RESCH, Alexander",GER,Men,Doubles,Bronze,Germany
36032,winter,2010,Vancouver,Luge,Luge,"LINGER, Andreas",AUT,Men,Doubles,Gold,Austria
36033,winter,2010,Vancouver,Luge,Luge,"LINGER, Wolfgang",AUT,Men,Doubles,Gold,Austria
36034,winter,2010,Vancouver,Luge,Luge,"SICS, Andris",LAT,Men,Doubles,Silver,Latvia
36035,winter,2010,Vancouver,Luge,Luge,"SICS, Juris",LAT,Men,Doubles,Silver,Latvia
36036,winter,2010,Vancouver,Luge,Luge,"ZOEGGELER, Armin",ITA,Men,Singles,Bronze,Italy
36037,winter,2010,Vancouver,Luge,Luge,"LOCH, Felix",GER,Men,Singles,Gold,Germany
36038,winter,2010,Vancouver,Luge,Luge,"MOELLER, David",GER,Men,Singles,Silver,Germany
36039,winter,2010,Vancouver,Luge,Luge,"GEISENBERGER, Natalie",GER,Women,Singles,Bronze,Germany
36040,winter,2010,Vancouver,Luge,Luge,"HUEFNER, Tatjana",GER,Women,Singles,Gold,Germany
36041,winter,2010,Vancouver,Luge,Luge,"REITHMAYER, Nina",AUT,Women,Singles,Silver,Austria
36042,winter,2010,Vancouver,Skating,Figure skating,"DOMNINA, Oksana",RUS,Women,Ice Dancing,Bronze,Russia
36043,winter,2010,Vancouver,Skating,Figure skating,"SHABALIN, Maxim",RUS,Men,Ice Dancing,Bronze,Russia
36044,winter,2010,Vancouver,Skating,Figure skating,"MOIR, Scott",CAN,Men,Ice Dancing,Gold,Canada
36045,winter,2010,Vancouver,Skating,Figure skating,"VIRTUE, Tessa",CAN,Women,Ice Dancing,Gold,Canada
36046,winter,2010,Vancouver,Skating,Figure skating,"DAVIS, Meryl",USA,Women,Ice Dancing,Silver,United States
36047,winter,2010,Vancouver,Skating,Figure skating,"WHITE, Charlie",USA,Men,Ice Dancing,Silver,United States
36048,winter,2010,Vancouver,Skating,Figure skating,"TAKAHASHI, Daisuke",JPN,Men,Individual,Bronze,Japan
36049,winter,2010,Vancouver,Skating,Figure skating,"LYSACEK, Evan",USA,Men,Individual,Gold,United States
36050,winter,2010,Vancouver,Skating,Figure skating,"PLYUSHCHENKO, Evgeny",RUS,Men,Individual,Silver,Russia
36051,winter,2010,Vancouver,Skating,Figure skating,"ROCHETTE, Joannie",CAN,Women,Individual,Bronze,Canada
36052,winter,2010,Vancouver,Skating,Figure skating,"KIM, Yuna",KOR,Women,Individual,Gold,"Korea, South"
36053,winter,2010,Vancouver,Skating,Figure skating,"ASADA, Mao",JPN,Women,Individual,Silver,Japan
36054,winter,2010,Vancouver,Skating,Figure skating,"SAVCHENKO, Aliona",GER,Women,Pairs,Bronze,Germany
36055,winter,2010,Vancouver,Skating,Figure skating,"SZOLKOWY, Robin",GER,Men,Pairs,Bronze,Germany
36056,winter,2010,Vancouver,Skating,Figure skating,"SHEN, Xue",CHN,Women,Pairs,Gold,China
36057,winter,2010,Vancouver,Skating,Figure skating,"ZHAO, Hongbo",CHN,Men,Pairs,Gold,China
36058,winter,2010,Vancouver,Skating,Figure skating,"PANG, Qing",CHN,Women,Pairs,Silver,China
36059,winter,2010,Vancouver,Skating,Figure skating,"TONG, Jian",CHN,Men,Pairs,Silver,China
36060,winter,2010,Vancouver,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",USA,Men,1000M,Bronze,United States
36061,winter,2010,Vancouver,Skating,Short Track Speed Skating,"LEE, Jung-Su",KOR,Men,1000M,Gold,"Korea, South"
36062,winter,2010,Vancouver,Skating,Short Track Speed Skating,"LEE, Ho-Suk",KOR,Men,1000M,Silver,"Korea, South"
36063,winter,2010,Vancouver,Skating,Short Track Speed Skating,"PARK, Seung-Hi",KOR,Women,1000M,Bronze,"Korea, South"
36064,winter,2010,Vancouver,Skating,Short Track Speed Skating,"WANG, Meng",CHN,Women,1000M,Gold,China
36065,winter,2010,Vancouver,Skating,Short Track Speed Skating,"REUTTER, Katherine",USA,Women,1000M,Silver,United States
36066,winter,2010,Vancouver,Skating,Short Track Speed Skating,"CELSKI, J.R.",USA,Men,1500M,Bronze,United States
36067,winter,2010,Vancouver,Skating,Short Track Speed Skating,"LEE, Jung-Su",KOR,Men,1500M,Gold,"Korea, South"
36068,winter,2010,Vancouver,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",USA,Men,1500M,Silver,United States
36069,winter,2010,Vancouver,Skating,Short Track Speed Skating,"PARK, Seung-Hi",KOR,Women,1500M,Bronze,"Korea, South"
36070,winter,2010,Vancouver,Skating,Short Track Speed Skating,"ZHOU, Yang",CHN,Women,1500M,Gold,China
36071,winter,2010,Vancouver,Skating,Short Track Speed Skating,"LEE, Eun-Byul",KOR,Women,1500M,Silver,"Korea, South"
36072,winter,2010,Vancouver,Skating,Short Track Speed Skating,"BAVER, Allison",USA,Women,3000M Relay,Bronze,United States
36073,winter,2010,Vancouver,Skating,Short Track Speed Skating,"DERRICK, Kimberly",USA,Women,3000M Relay,Bronze,United States
36074,winter,2010,Vancouver,Skating,Short Track Speed Skating,"DUDEK, Alyson",USA,Women,3000M Relay,Bronze,United States
36075,winter,2010,Vancouver,Skating,Short Track Speed Skating,"GEHRING, Lana",USA,Women,3000M Relay,Bronze,United States
36076,winter,2010,Vancouver,Skating,Short Track Speed Skating,"REUTTER, Katherine",USA,Women,3000M Relay,Bronze,United States
36077,winter,2010,Vancouver,Skating,Short Track Speed Skating,"SUN, Linlin",CHN,Women,3000M Relay,Gold,China
36078,winter,2010,Vancouver,Skating,Short Track Speed Skating,"WANG, Meng",CHN,Women,3000M Relay,Gold,China
36079,winter,2010,Vancouver,Skating,Short Track Speed Skating,"ZHANG, Hui",CHN,Women,3000M Relay,Gold,China
36080,winter,2010,Vancouver,Skating,Short Track Speed Skating,"ZHOU, Yang",CHN,Women,3000M Relay,Gold,China
36081,winter,2010,Vancouver,Skating,Short Track Speed Skating,"GREGG, Jessica",CAN,Women,3000M Relay,Silver,Canada
36082,winter,2010,Vancouver,Skating,Short Track Speed Skating,"ROBERGE, Kalyna",CAN,Women,3000M Relay,Silver,Canada
36083,winter,2010,Vancouver,Skating,Short Track Speed Skating,"ST-GELAIS, Marianne",CAN,Women,3000M Relay,Silver,Canada
36084,winter,2010,Vancouver,Skating,Short Track Speed Skating,"VICENT, Tania",CAN,Women,3000M Relay,Silver,Canada
36085,winter,2010,Vancouver,Skating,Short Track Speed Skating,"CELSKI, J.R.",USA,Men,5000M Relay,Bronze,United States
36086,winter,2010,Vancouver,Skating,Short Track Speed Skating,"CHO, Simon",USA,Men,5000M Relay,Bronze,United States
36087,winter,2010,Vancouver,Skating,Short Track Speed Skating,"JAYNER, Travis",USA,Men,5000M Relay,Bronze,United States
36088,winter,2010,Vancouver,Skating,Short Track Speed Skating,"MALONE, Jordan",USA,Men,5000M Relay,Bronze,United States
36089,winter,2010,Vancouver,Skating,Short Track Speed Skating,"OHNO, Apolo Anton",USA,Men,5000M Relay,Bronze,United States
36090,winter,2010,Vancouver,Skating,Short Track Speed Skating,"BASTILLE, Guillaume",CAN,Men,5000M Relay,Gold,Canada
36091,winter,2010,Vancouver,Skating,Short Track Speed Skating,"HAMELIN, Charles",CAN,Men,5000M Relay,Gold,Canada
36092,winter,2010,Vancouver,Skating,Short Track Speed Skating,"HAMELIN, Francois",CAN,Men,5000M Relay,Gold,Canada
36093,winter,2010,Vancouver,Skating,Short Track Speed Skating,"JEAN, Olivier",CAN,Men,5000M Relay,Gold,Canada
36094,winter,2010,Vancouver,Skating,Short Track Speed Skating,"TREMBLAY, Francois-Louis",CAN,Men,5000M Relay,Gold,Canada
36095,winter,2010,Vancouver,Skating,Short Track Speed Skating,"KIM, Seoung-Il",KOR,Men,5000M Relay,Silver,"Korea, South"
36096,winter,2010,Vancouver,Skating,Short Track Speed Skating,"KWAK, Yoon-Gy",KOR,Men,5000M Relay,Silver,"Korea, South"
36097,winter,2010,Vancouver,Skating,Short Track Speed Skating,"LEE, Ho-Suk",KOR,Men,5000M Relay,Silver,"Korea, South"
36098,winter,2010,Vancouver,Skating,Short Track Speed Skating,"LEE, Jung-Su",KOR,Men,5000M Relay,Silver,"Korea, South"
36099,winter,2010,Vancouver,Skating,Short Track Speed Skating,"SUNG, Si-Bak",KOR,Men,5000M Relay,Silver,"Korea, South"
36100,winter,2010,Vancouver,Skating,Short Track Speed Skating,"TREMBLAY, Francois-Louis",CAN,Men,500M,Bronze,Canada
36101,winter,2010,Vancouver,Skating,Short Track Speed Skating,"HAMELIN, Charles",CAN,Men,500M,Gold,Canada
36102,winter,2010,Vancouver,Skating,Short Track Speed Skating,"SUNG, Si-Bak",KOR,Men,500M,Silver,"Korea, South"
36103,winter,2010,Vancouver,Skating,Short Track Speed Skating,"FONTANA, Arianna",ITA,Women,500M,Bronze,Italy
36104,winter,2010,Vancouver,Skating,Short Track Speed Skating,"WANG, Meng",CHN,Women,500M,Gold,China
36105,winter,2010,Vancouver,Skating,Short Track Speed Skating,"ST-GELAIS, Marianne",CAN,Women,500M,Silver,Canada
36106,winter,2010,Vancouver,Skating,Speed skating,"de JONG, Bob",NED,Men,10000M,Bronze,Netherlands
36107,winter,2010,Vancouver,Skating,Speed skating,"LEE, Seung-Hoon",KOR,Men,10000M,Gold,"Korea, South"
36108,winter,2010,Vancouver,Skating,Speed skating,"SKOBREV, Ivan",RUS,Men,10000M,Silver,Russia
36109,winter,2010,Vancouver,Skating,Speed skating,"HEDRICK, Chad",USA,Men,1000M,Bronze,United States
36110,winter,2010,Vancouver,Skating,Speed skating,"DAVIS, Shani",USA,Men,1000M,Gold,United States
36111,winter,2010,Vancouver,Skating,Speed skating,"MO, Tae-Bum",KOR,Men,1000M,Silver,"Korea, South"
36112,winter,2010,Vancouver,Skating,Speed skating,"van RIESSEN, Laurine",NED,Women,1000M,Bronze,Netherlands
36113,winter,2010,Vancouver,Skating,Speed skating,"NESBITT, Christine",CAN,Women,1000M,Gold,Canada
36114,winter,2010,Vancouver,Skating,Speed skating,"GERRITSEN, Annette",NED,Women,1000M,Silver,Netherlands
36115,winter,2010,Vancouver,Skating,Speed skating,"BOKKO, Havard",NOR,Men,1500M,Bronze,Norway
36116,winter,2010,Vancouver,Skating,Speed skating,"TUITERT, Mark",NED,Men,1500M,Gold,Netherlands
36117,winter,2010,Vancouver,Skating,Speed skating,"DAVIS, Shani",USA,Men,1500M,Silver,United States
36118,winter,2010,Vancouver,Skating,Speed skating,"SABLIKOVA, Martina",CZE,Women,1500M,Bronze,Czech Republic
36119,winter,2010,Vancouver,Skating,Speed skating,"WUST, Ireen",NED,Women,1500M,Gold,Netherlands
36120,winter,2010,Vancouver,Skating,Speed skating,"GROVES, Kristina",CAN,Women,1500M,Silver,Canada
36121,winter,2010,Vancouver,Skating,Speed skating,"GROVES, Kristina",CAN,Women,3000M,Bronze,Canada
36122,winter,2010,Vancouver,Skating,Speed skating,"SABLIKOVA, Martina",CZE,Women,3000M,Gold,Czech Republic
36123,winter,2010,Vancouver,Skating,Speed skating,"BECKERT, Stephanie",GER,Women,3000M,Silver,Germany
36124,winter,2010,Vancouver,Skating,Speed skating,"SKOBREV, Ivan",RUS,Men,5000M,Bronze,Russia
36125,winter,2010,Vancouver,Skating,Speed skating,"KRAMER, Sven",NED,Men,5000M,Gold,Netherlands
36126,winter,2010,Vancouver,Skating,Speed skating,"LEE, Seung-Hoon",KOR,Men,5000M,Silver,"Korea, South"
36127,winter,2010,Vancouver,Skating,Speed skating,"HUGHES, Clara",CAN,Women,5000M,Bronze,Canada
36128,winter,2010,Vancouver,Skating,Speed skating,"SABLIKOVA, Martina",CZE,Women,5000M,Gold,Czech Republic
36129,winter,2010,Vancouver,Skating,Speed skating,"BECKERT, Stephanie",GER,Women,5000M,Silver,Germany
36130,winter,2010,Vancouver,Skating,Speed skating,"KATO, Joji",JPN,Men,500M,Bronze,Japan
36131,winter,2010,Vancouver,Skating,Speed skating,"MO, Tae-Bum",KOR,Men,500M,Gold,"Korea, South"
36132,winter,2010,Vancouver,Skating,Speed skating,"NAGASHIMA, Keiichiro",JPN,Men,500M,Silver,Japan
36133,winter,2010,Vancouver,Skating,Speed skating,"WANG, Beixing",CHN,Women,500M,Bronze,China
36134,winter,2010,Vancouver,Skating,Speed skating,"LEE, Sang-Hwa",KOR,Women,500M,Gold,"Korea, South"
36135,winter,2010,Vancouver,Skating,Speed skating,"WOLF, Jenny",GER,Women,500M,Silver,Germany
36136,winter,2010,Vancouver,Skating,Speed skating,"BLOKHUIJSEN, Jan",NED,Men,Team Pursuit,Bronze,Netherlands
36137,winter,2010,Vancouver,Skating,Speed skating,"KRAMER, Sven",NED,Men,Team Pursuit,Bronze,Netherlands
36138,winter,2010,Vancouver,Skating,Speed skating,"KUIPERS, Simon",NED,Men,Team Pursuit,Bronze,Netherlands
36139,winter,2010,Vancouver,Skating,Speed skating,"TUITERT, Mark",NED,Men,Team Pursuit,Bronze,Netherlands
36140,winter,2010,Vancouver,Skating,Speed skating,"GIROUX, Mathieu",CAN,Men,Team Pursuit,Gold,Canada
36141,winter,2010,Vancouver,Skating,Speed skating,"MAKOWSKY, Lucas",CAN,Men,Team Pursuit,Gold,Canada
36142,winter,2010,Vancouver,Skating,Speed skating,"MORRISON, Denny",CAN,Men,Team Pursuit,Gold,Canada
36143,winter,2010,Vancouver,Skating,Speed skating,"HANSEN, Brian",USA,Men,Team Pursuit,Silver,United States
36144,winter,2010,Vancouver,Skating,Speed skating,"HEDRICK, Chad",USA,Men,Team Pursuit,Silver,United States
36145,winter,2010,Vancouver,Skating,Speed skating,"KUCK, Jonathan",USA,Men,Team Pursuit,Silver,United States
36146,winter,2010,Vancouver,Skating,Speed skating,"MARSICANO, Trevor",USA,Men,Team Pursuit,Silver,United States
36147,winter,2010,Vancouver,Skating,Speed skating,"BACHLEDA-CURUS, Katarzyna",POL,Women,Team Pursuit,Bronze,Poland
36148,winter,2010,Vancouver,Skating,Speed skating,"WOZNIAK, Katarzyna",POL,Women,Team Pursuit,Bronze,Poland
36149,winter,2010,Vancouver,Skating,Speed skating,"ZLOTKOWSKA, Luiza",POL,Women,Team Pursuit,Bronze,Poland
36150,winter,2010,Vancouver,Skating,Speed skating,"ANSCHUTZ THOMS, Daniela",GER,Women,Team Pursuit,Gold,Germany
36151,winter,2010,Vancouver,Skating,Speed skating,"BECKERT, Stephanie",GER,Women,Team Pursuit,Gold,Germany
36152,winter,2010,Vancouver,Skating,Speed skating,"FRIESINGER-POSTMA, Anna",GER,Women,Team Pursuit,Gold,Germany
36153,winter,2010,Vancouver,Skating,Speed skating,"MATTSCHERODT, Katrin",GER,Women,Team Pursuit,Gold,Germany
36154,winter,2010,Vancouver,Skating,Speed skating,"HOZUMI, Masako",JPN,Women,Team Pursuit,Silver,Japan
36155,winter,2010,Vancouver,Skating,Speed skating,"KODAIRA, Nao",JPN,Women,Team Pursuit,Silver,Japan
36156,winter,2010,Vancouver,Skating,Speed skating,"TABATA, Maki",JPN,Women,Team Pursuit,Silver,Japan
36157,winter,2010,Vancouver,Skiing,Alpine Skiing,"MILLER, Bode",USA,Men,Downhill,Bronze,United States
36158,winter,2010,Vancouver,Skiing,Alpine Skiing,"DEFAGO, Didier",SUI,Men,Downhill,Gold,Switzerland
36159,winter,2010,Vancouver,Skiing,Alpine Skiing,"SVINDAL, Aksel Lund",NOR,Men,Downhill,Silver,Norway
36160,winter,2010,Vancouver,Skiing,Alpine Skiing,"GOERGL, Elisabeth",AUT,Women,Downhill,Bronze,Austria
36161,winter,2010,Vancouver,Skiing,Alpine Skiing,"VONN, Lindsey",USA,Women,Downhill,Gold,United States
36162,winter,2010,Vancouver,Skiing,Alpine Skiing,"MANCUSO, Julia",USA,Women,Downhill,Silver,United States
36163,winter,2010,Vancouver,Skiing,Alpine Skiing,"SVINDAL, Aksel Lund",NOR,Men,Giant Slalom,Bronze,Norway
36164,winter,2010,Vancouver,Skiing,Alpine Skiing,"JANKA, Carlo",SUI,Men,Giant Slalom,Gold,Switzerland
36165,winter,2010,Vancouver,Skiing,Alpine Skiing,"JANSRUD, Kjetil",NOR,Men,Giant Slalom,Silver,Norway
36166,winter,2010,Vancouver,Skiing,Alpine Skiing,"GOERGL, Elisabeth",AUT,Women,Giant Slalom,Bronze,Austria
36167,winter,2010,Vancouver,Skiing,Alpine Skiing,"REBENSBURG, Viktoria",GER,Women,Giant Slalom,Gold,Germany
36168,winter,2010,Vancouver,Skiing,Alpine Skiing,"MAZE, Tina",SLO,Women,Giant Slalom,Silver,Slovenia
36169,winter,2010,Vancouver,Skiing,Alpine Skiing,"MYHRER, Andre",SWE,Men,Slalom,Bronze,Sweden
36170,winter,2010,Vancouver,Skiing,Alpine Skiing,"RAZZOLI, Giuliano",ITA,Men,Slalom,Gold,Italy
36171,winter,2010,Vancouver,Skiing,Alpine Skiing,"KOSTELIC, Ivica",CRO,Men,Slalom,Silver,Croatia
36172,winter,2010,Vancouver,Skiing,Alpine Skiing,"ZAHROBSKA, Sarka",CZE,Women,Slalom,Bronze,Czech Republic
36173,winter,2010,Vancouver,Skiing,Alpine Skiing,"RIESCH, Maria",GER,Women,Slalom,Gold,Germany
36174,winter,2010,Vancouver,Skiing,Alpine Skiing,"SCHILD, Marlies",AUT,Women,Slalom,Silver,Austria
